"MapManBin"	"GO.Term"	"GO.Name"	"GO.Ontolgy"	"GO.depth"	"Bin.Description"
"1.1.6.2.1.1"	"GO:0005747"	"mitochondrial respiratory chain complex I"	"CC"	38	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0045333"	"cellular respiration"	"BP"	8	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.1"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component"
"1.1.6.2.1.2"	"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	8	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0042773"	"ATP synthesis coupled electron transport"	"BP"	44	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.2"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component"
"1.1.6.2.1.3"	"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	8	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0016651"	"oxidoreductase activity, acting on NAD(P)H"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.3"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component"
"1.1.6.2.1.4"	"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	8	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0016655"	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	"MF"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0042773"	"ATP synthesis coupled electron transport"	"BP"	44	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.4"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component"
"1.1.6.2.1.5"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0016651"	"oxidoreductase activity, acting on NAD(P)H"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0042773"	"ATP synthesis coupled electron transport"	"BP"	44	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.5"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component"
"1.1.6.2.1.6"	"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	8	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0042773"	"ATP synthesis coupled electron transport"	"BP"	44	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.6"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component"
"1.1.6.2.1.7"	"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	8	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0048038"	"quinone binding"	"MF"	4	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
"1.1.6.2.1.7"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Photosynthesis.light-dependent reactions.cyclic electron transport and chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component"
